Date,Window,BoxHigh,BoxLow,BoxSize,BreakDir,BreakTime,BreakDist,LateBreakTime,RetestWithin60,FillTime,MFE_Boxes,MAE_Boxes,EOD_Boxes,DayNet_R,DayNet_R_Potential,DayNet_R_MarketEntry,Rev_Triggered,Rev_MFE,Rev_ExitR,Rev_Outcome,Bias_Daily,EMA_Slope,NewsDay,BoxStart_Server,BoxEnd_Server
2025-04-22,0830-0930,3455.04,3420.56,34.48,Sell,2025-04-22 16:40,8.49,,1,2025-04-22 16:45,1.56,0.53,1.17,1.559,2.082,1.559,0,,,Cancelled,Buy,Buy,,2025-04-22 15:30:00,2025-04-22 16:30:00
2025-04-23,0830-0930,3329.56,3293.65,35.91,Sell,2025-04-23 16:35,6.20,,1,2025-04-23 16:45,0.93,0.34,0.12,0.163,1.242,0.163,0,,,NeverTriggered,Sell,Sell,,2025-04-23 15:30:00,2025-04-23 16:30:00
2025-04-24,0830-0930,3344.62,3322.19,22.43,Sell,2025-04-24 16:40,5.68,,1,2025-04-24 17:30,0.69,0.76,-1.14,-1.000,-1.000,-1.000,1,0.15,0.190,EOD,Buy,Buy,,2025-04-24 15:30:00,2025-04-24 16:30:00
2025-04-25,0830-0930,3298.59,3265.16,33.43,Buy,2025-04-25 22:35,5.44,,0,,0.51,0.01,0.45,,,0.599,0,,,NeverTriggered,Sell,Sell,,2025-04-25 15:30:00,2025-04-25 16:30:00
2025-04-28,0830-0930,3302.33,3290.52,11.81,Buy,2025-04-28 17:15,5.07,,0,,4.29,0.28,3.45,,,2.667,0,,,Cancelled,Buy,Sell,,2025-04-28 15:30:00,2025-04-28 16:30:00
2025-04-29,0830-0930,3318.93,3303.80,15.13,Buy,2025-04-29 16:35,0.75,,1,2025-04-29 16:40,0.15,1.23,-0.02,-1.000,-1.000,-1.000,1,-0.87,-1.000,Stop,Sell,Sell,,2025-04-29 15:30:00,2025-04-29 16:30:00
2025-04-30,0830-0930,3309.75,3283.66,26.09,Buy,2025-04-30 16:35,9.44,,1,2025-04-30 16:50,0.38,0.78,-0.73,-1.000,-1.000,-1.000,1,0.03,-0.360,EOD,Sell,Sell,,2025-04-30 15:30:00,2025-04-30 16:30:00
2025-05-01,0830-0930,3232.76,3218.57,14.19,Sell,2025-05-01 18:15,3.19,,0,,0.96,0.79,-1.33,,,-1.000,1,0.48,0.446,EOD,Sell,Sell,,2025-05-01 15:30:00,2025-05-01 16:30:00
2025-05-02,0830-0930,3262.99,3239.47,23.52,Buy,2025-05-02 18:10,0.22,,1,2025-05-02 18:15,0.05,0.87,-1.03,-1.000,-1.000,-1.000,1,0.71,0.041,EOD,Buy,Buy,,2025-05-02 15:30:00,2025-05-02 16:30:00
2025-05-05,0830-0930,3322.52,3314.11,8.41,Sell,2025-05-05 17:35,0.50,,1,2025-05-05 17:40,1.00,0.93,-2.07,-1.000,-1.000,-1.000,0,,,Cancelled,Buy,Buy,,2025-05-05 15:30:00,2025-05-05 16:30:00
2025-05-06,0830-0930,3397.49,3375.39,22.10,Buy,2025-05-06 18:30,1.22,,1,2025-05-06 18:35,1.52,0.20,1.50,1.994,2.028,1.994,0,,,Cancelled,Buy,Buy,,2025-05-06 15:30:00,2025-05-06 16:30:00
2025-05-07,0830-0930,3391.94,3381.47,10.47,Buy,2025-05-07 16:45,4.17,,1,2025-05-07 17:00,0.58,1.13,-2.39,-1.000,-1.000,-1.000,1,-0.77,-1.000,Stop,Buy,Sell,,2025-05-07 15:30:00,2025-05-07 16:30:00
2025-05-08,0830-0930,3367.36,3347.28,20.08,Sell,2025-05-08 18:40,11.11,,0,,2.91,0.00,1.96,,,2.667,0,,,Cancelled,Sell,Sell,,2025-05-08 15:30:00,2025-05-08 16:30:00
2025-05-09,0830-0930,3340.41,3328.75,11.66,Sell,2025-05-09 17:00,3.98,,1,2025-05-09 17:15,0.72,0.90,0.04,-1.000,-1.000,-1.000,1,-0.92,-1.000,Stop,Buy,Buy,,2025-05-09 15:30:00,2025-05-09 16:30:00
2025-05-12,0830-0930,3247.31,3224.32,22.99,Sell,2025-05-12 20:00,1.55,,1,2025-05-12 20:05,0.17,0.63,-0.48,-0.639,0.230,-0.639,0,,,NeverTriggered,Sell,Sell,,2025-05-12 15:30:00,2025-05-12 16:30:00
2025-05-13,0830-0930,3248.90,3236.42,12.48,Sell,2025-05-13 16:45,2.28,,1,2025-05-13 17:15,0.88,0.94,-1.19,-1.000,-1.000,-1.000,1,0.71,0.257,EOD,Buy,Buy,,2025-05-13 15:30:00,2025-05-13 16:30:00
2025-05-14,0830-0930,3216.67,3174.88,41.79,Sell,2025-05-14 21:55,2.95,,1,2025-05-14 22:25,0.16,0.20,-0.16,-0.215,0.074,-0.215,0,,,NeverTriggered,Sell,Sell,,2025-05-14 15:30:00,2025-05-14 16:30:00
2025-05-15,0830-0930,3199.74,3180.16,19.58,Buy,2025-05-15 17:10,3.47,,1,2025-05-15 17:35,2.04,0.10,1.92,2.667,2.667,2.667,0,,,Cancelled,Buy,Buy,,2025-05-15 15:30:00,2025-05-15 16:30:00
2025-05-16,0830-0930,3185.76,3169.39,16.37,Buy,2025-05-16 16:40,0.03,,1,2025-05-16 16:45,0.15,0.76,1.01,-1.000,-1.000,-1.000,1,-0.78,-1.000,Stop,Sell,Sell,,2025-05-16 15:30:00,2025-05-16 16:30:00
2025-05-19,0830-0930,3243.03,3226.25,16.78,Sell,2025-05-19 17:00,3.29,,1,2025-05-19 17:15,0.54,0.81,-0.28,-1.000,-1.000,-1.000,0,,,NeverTriggered,Buy,Buy,,2025-05-19 15:30:00,2025-05-19 16:30:00
2025-05-20,0830-0930,3250.75,3232.94,17.81,Buy,2025-05-20 16:55,10.48,,0,,2.52,0.27,2.22,,,2.667,0,,,Cancelled,Buy,Buy,,2025-05-20 15:30:00,2025-05-20 16:30:00
2025-05-21,0830-0930,3309.26,3290.93,18.33,Buy,2025-05-21 18:10,2.88,,1,2025-05-21 18:30,0.85,0.35,0.31,0.412,1.129,0.412,0,,,NeverTriggered,Buy,Buy,,2025-05-21 15:30:00,2025-05-21 16:30:00
2025-05-22,0830-0930,3315.76,3300.96,14.80,Sell,2025-05-22 16:55,13.31,,1,2025-05-22 17:40,1.47,0.26,0.46,0.611,1.756,0.611,0,,,Cancelled,Sell,Sell,,2025-05-22 15:30:00,2025-05-22 16:30:00
2025-05-23,0830-0930,3364.60,3341.69,22.91,Sell,2025-05-23 16:55,1.56,,1,2025-05-23 17:00,0.22,0.78,-0.77,-1.000,-1.000,-1.000,1,0.06,-0.313,EOD,Buy,Buy,,2025-05-23 15:30:00,2025-05-23 16:30:00
2025-05-26,0830-0930,3338.56,3326.31,12.25,Buy,2025-05-26 17:15,1.74,,1,2025-05-26 17:20,0.41,0.24,0.21,0.280,0.549,0.280,0,,,NeverTriggered,Sell,Sell,,2025-05-26 15:30:00,2025-05-26 16:30:00
2025-05-27,0830-0930,3303.66,3291.48,12.18,Sell,2025-05-27 18:35,0.49,,1,2025-05-27 18:40,0.15,0.91,-0.96,-1.000,-1.000,-1.000,1,0.35,-0.058,EOD,Sell,Sell,,2025-05-27 15:30:00,2025-05-27 16:30:00
2025-05-28,0830-0930,3316.38,3304.14,12.24,Sell,2025-05-28 16:35,0.42,,1,2025-05-28 16:45,1.26,0.44,1.07,1.431,1.686,1.431,0,,,Cancelled,Buy,Buy,,2025-05-28 15:30:00,2025-05-28 16:30:00
2025-05-29,0830-0930,3321.96,3309.60,12.36,Sell,2025-05-29 17:35,0.76,,1,2025-05-29 17:45,0.39,0.79,-0.67,-1.000,-1.000,-1.000,1,0.74,-0.444,EOD,Buy,Buy,,2025-05-29 15:30:00,2025-05-29 16:30:00
2025-05-30,0830-0930,3308.26,3290.63,17.63,Sell,2025-05-30 16:40,0.99,,1,2025-05-30 16:45,1.08,0.36,-0.07,-0.098,1.434,-0.098,0,,,Cancelled,Sell,Sell,,2025-05-30 15:30:00,2025-05-30 16:30:00
2025-06-02,0830-0930,3363.73,3350.27,13.46,Buy,2025-06-02 16:40,2.65,,0,,1.43,0.38,1.37,,,1.831,0,,,Cancelled,Buy,Buy,,2025-06-02 15:30:00,2025-06-02 16:30:00
2025-06-03,0830-0930,3363.21,3351.96,11.25,Sell,2025-06-03 16:45,7.76,,0,,1.68,0.33,-0.13,,,-0.175,0,,,Cancelled,Sell,Sell,,2025-06-03 15:30:00,2025-06-03 16:30:00
2025-06-04,0830-0930,3362.54,3349.19,13.35,Buy,2025-06-04 17:05,2.14,,0,,1.66,0.45,0.81,,,1.079,0,,,Cancelled,Sell,Sell,,2025-06-04 15:30:00,2025-06-04 16:30:00
2025-06-05,0830-0930,3400.21,3371.31,28.90,Sell,2025-06-05 17:45,4.07,,1,2025-06-05 17:50,1.11,0.14,0.65,0.861,1.475,0.861,0,,,Cancelled,Buy,Buy,,2025-06-05 15:30:00,2025-06-05 16:30:00
2025-06-06,0830-0930,3364.20,3343.38,20.82,Sell,2025-06-06 16:55,0.34,,1,2025-06-06 17:00,1.75,0.24,1.53,2.046,2.336,2.046,0,,,Cancelled,Sell,Sell,,2025-06-06 15:30:00,2025-06-06 16:30:00
2025-06-09,0830-0930,3322.60,3310.56,12.04,Buy,2025-06-09 17:10,3.36,,1,2025-06-09 17:20,1.30,0.55,0.33,0.437,1.732,0.437,0,,,Cancelled,Sell,Sell,,2025-06-09 15:30:00,2025-06-09 16:30:00
2025-06-10,0830-0930,3347.17,3335.27,11.90,Buy,2025-06-10 16:40,0.29,,1,2025-06-10 16:45,0.17,0.76,-2.03,-1.000,-1.000,-1.000,1,1.35,1.371,EOD,Buy,Buy,,2025-06-10 15:30:00,2025-06-10 16:30:00
2025-06-11,0830-0930,3360.84,3331.61,29.23,Sell,2025-06-11 16:55,1.50,,1,2025-06-11 17:00,0.41,0.76,-0.73,-1.000,-1.000,-1.000,0,,,NeverTriggered,Sell,Sell,,2025-06-11 15:30:00,2025-06-11 16:30:00
2025-06-12,0830-0930,3394.00,3379.36,14.64,Buy,2025-06-12 16:40,4.52,,1,2025-06-12 16:45,0.33,0.75,-0.57,-1.000,-1.000,-1.000,1,-0.76,-1.000,Stop,Buy,Buy,,2025-06-12 15:30:00,2025-06-12 16:30:00
2025-06-13,0830-0930,3444.47,3426.55,17.92,Sell,2025-06-13 18:10,1.84,,1,2025-06-13 18:15,0.41,0.73,-0.35,-0.463,0.550,-0.463,0,,,NeverTriggered,Buy,Buy,,2025-06-13 15:30:00,2025-06-13 16:30:00
2025-06-16,0830-0930,3417.97,3406.07,11.90,Sell,2025-06-16 16:50,16.15,,0,,1.96,0.36,1.88,,,2.508,0,,,Cancelled,Sell,Sell,,2025-06-16 15:30:00,2025-06-16 16:30:00
2025-06-17,0830-0930,3397.63,3383.86,13.77,Sell,2025-06-17 17:30,8.28,,1,2025-06-17 17:50,1.30,0.63,-0.46,-0.609,1.115,-0.609,0,,,Cancelled,Sell,Sell,,2025-06-17 15:30:00,2025-06-17 16:30:00
2025-06-18,0830-0930,3396.64,3384.66,11.98,Sell,2025-06-18 17:15,3.01,,1,2025-06-18 17:30,0.89,0.84,1.46,-1.000,-1.000,-1.000,0,,,Cancelled,Sell,Sell,,2025-06-18 15:30:00,2025-06-18 16:30:00
2025-06-19,0830-0930,3371.18,3361.40,9.78,Buy,2025-06-19 20:10,2.06,,1,2025-06-19 20:30,0.44,0.54,-0.04,-0.053,0.363,-0.053,0,,,NeverTriggered,Sell,Sell,,2025-06-19 15:30:00,2025-06-19 16:30:00
2025-06-20,0830-0930,3361.99,3341.86,20.13,Buy,2025-06-20 16:35,2.22,,0,,0.62,0.13,0.37,,,0.491,0,,,NeverTriggered,Sell,Sell,,2025-06-20 15:30:00,2025-06-20 16:30:00
2025-06-23,0830-0930,3374.30,3355.71,18.59,Buy,2025-06-23 16:35,2.23,,1,2025-06-23 17:05,1.04,0.39,-0.27,-0.365,1.381,-0.365,0,,,Cancelled,Buy,Buy,,2025-06-23 15:30:00,2025-06-23 16:30:00
2025-06-24,0830-0930,3317.95,3304.38,13.57,Sell,2025-06-24 16:35,4.25,,1,2025-06-24 17:00,0.67,0.78,-1.39,-1.000,-1.000,-1.000,1,0.54,0.515,EOD,Sell,Sell,,2025-06-24 15:30:00,2025-06-24 16:30:00
2025-06-25,0830-0930,3328.36,3312.18,16.18,Buy,2025-06-25 19:25,1.01,,0,,0.48,0.22,0.23,,,0.302,0,,,NeverTriggered,Sell,Sell,,2025-06-25 15:30:00,2025-06-25 16:30:00
2025-06-26,0830-0930,3343.30,3312.73,30.57,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Buy,,2025-06-26 15:30:00,2025-06-26 16:30:00
2025-06-27,0830-0930,3280.93,3255.67,25.26,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Sell,,2025-06-27 15:30:00,2025-06-27 16:30:00
2025-06-30,0830-0930,3289.07,3278.63,10.44,Buy,2025-06-30 18:50,0.17,,1,2025-06-30 18:55,1.96,0.23,1.30,1.738,2.610,1.738,0,,,Cancelled,Sell,Sell,,2025-06-30 15:30:00,2025-06-30 16:30:00
2025-07-01,0830-0930,3358.09,3345.51,12.58,Sell,2025-07-01 17:50,1.64,,1,2025-07-01 17:55,0.70,0.15,0.48,0.642,0.937,0.642,0,,,NeverTriggered,Buy,Buy,,2025-07-01 15:30:00,2025-07-01 16:30:00
2025-07-02,0830-0930,3351.27,3341.32,9.95,Sell,2025-07-02 16:35,1.23,,1,2025-07-02 16:40,0.75,0.78,-1.46,-1.000,-1.000,-1.000,1,0.89,0.607,EOD,Buy,Buy,,2025-07-02 15:30:00,2025-07-02 16:30:00
2025-07-03,0830-0930,3349.83,3311.53,38.30,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Sell,,2025-07-03 15:30:00,2025-07-03 16:30:00
2025-07-04,0830-0930,3336.93,3331.18,5.75,Buy,2025-07-04 16:40,1.00,,1,2025-07-04 16:45,0.20,0.87,-0.55,-1.000,-1.000,-1.000,1,0.08,-0.601,EOD,Sell,Sell,,2025-07-04 15:30:00,2025-07-04 16:30:00
2025-07-07,0830-0930,3312.79,3301.99,10.80,Buy,2025-07-07 16:50,2.17,,0,,2.55,0.23,2.25,,,2.667,0,,,Cancelled,Sell,Sell,,2025-07-07 15:30:00,2025-07-07 16:30:00
2025-07-08,0830-0930,3329.99,3319.23,10.76,Sell,2025-07-08 16:45,2.86,,0,,3.00,0.31,1.76,,,2.667,0,,,Cancelled,Sell,Sell,,2025-07-08 15:30:00,2025-07-08 16:30:00
2025-07-09,0830-0930,3299.56,3290.56,9.00,Buy,2025-07-09 16:50,3.16,,0,,1.93,0.22,1.59,,,2.121,0,,,Cancelled,Sell,Sell,,2025-07-09 15:30:00,2025-07-09 16:30:00
2025-07-10,0830-0930,3329.40,3318.03,11.37,Sell,2025-07-10 16:55,5.17,,1,2025-07-10 17:10,0.68,0.70,-0.55,-0.740,0.709,-0.740,0,,,NeverTriggered,Buy,Buy,,2025-07-10 15:30:00,2025-07-10 16:30:00
2025-07-11,0830-0930,3358.47,3347.58,10.89,Buy,2025-07-11 17:40,1.51,,1,2025-07-11 17:45,0.96,0.86,-0.07,-1.000,-1.000,-1.000,0,,,NeverTriggered,Buy,Buy,,2025-07-11 15:30:00,2025-07-11 16:30:00
2025-07-14,0830-0930,3358.93,3347.12,11.81,Sell,2025-07-14 17:35,2.91,,1,2025-07-14 18:05,0.53,0.40,0.40,0.537,0.665,0.537,0,,,NeverTriggered,Buy,Buy,,2025-07-14 15:30:00,2025-07-14 16:30:00
2025-07-15,0830-0930,3360.18,3336.82,23.36,Sell,2025-07-15 18:25,2.56,,0,,0.72,0.17,0.47,,,0.626,0,,,NeverTriggered,Sell,Buy,,2025-07-15 15:30:00,2025-07-15 16:30:00
2025-07-16,0830-0930,3339.50,3330.23,9.27,Sell,2025-07-16 16:45,5.83,,0,,1.16,1.33,-1.91,,,-1.000,0,,,Cancelled,Buy,Buy,,2025-07-16 15:30:00,2025-07-16 16:30:00
2025-07-17,0830-0930,3327.09,3309.75,17.34,Buy,2025-07-17 17:15,1.18,,1,2025-07-17 17:20,0.81,0.16,0.63,0.843,1.082,0.843,0,,,NeverTriggered,Sell,Sell,,2025-07-17 15:30:00,2025-07-17 16:30:00
2025-07-18,0830-0930,3361.41,3353.61,7.80,Sell,2025-07-18 16:35,0.36,,1,2025-07-18 16:40,0.79,0.70,0.29,0.386,1.048,0.386,0,,,NeverTriggered,Buy,Buy,,2025-07-18 15:30:00,2025-07-18 16:30:00
2025-07-21,0830-0930,3389.84,3381.39,8.45,Buy,2025-07-21 17:05,1.82,,0,,1.41,0.20,0.89,,,1.183,0,,,Cancelled,Buy,Buy,,2025-07-21 15:30:00,2025-07-21 16:30:00
2025-07-22,0830-0930,3417.95,3397.66,20.29,Buy,2025-07-22 16:45,1.09,,1,2025-07-22 16:50,0.77,0.64,0.54,0.721,1.030,0.721,0,,,NeverTriggered,Buy,Buy,,2025-07-22 15:30:00,2025-07-22 16:30:00
2025-07-23,0830-0930,3427.52,3405.41,22.11,Sell,2025-07-23 18:55,6.83,,0,,1.09,0.10,0.74,,,0.983,0,,,Cancelled,Buy,Buy,,2025-07-23 15:30:00,2025-07-23 16:30:00
2025-07-24,0830-0930,3365.68,3351.22,14.46,Buy,2025-07-24 16:40,0.52,,1,2025-07-24 16:45,0.80,0.19,0.10,0.132,1.063,0.132,0,,,NeverTriggered,Sell,Sell,,2025-07-24 15:30:00,2025-07-24 16:30:00
2025-07-25,0830-0930,3346.18,3336.26,9.92,Sell,2025-07-25 17:35,3.12,,1,2025-07-25 17:40,1.15,0.41,-0.07,-0.087,1.538,-0.087,0,,,Cancelled,Sell,Sell,,2025-07-25 15:30:00,2025-07-25 16:30:00
2025-07-28,0830-0930,3331.58,3322.58,9.00,Sell,2025-07-28 16:40,0.43,,1,2025-07-28 16:45,2.32,0.53,0.72,2.667,2.667,2.667,0,,,Cancelled,Sell,Sell,,2025-07-28 15:30:00,2025-07-28 16:30:00
2025-07-29,0830-0930,3324.70,3314.73,9.97,Sell,2025-07-29 17:00,1.33,,1,2025-07-29 17:05,0.28,0.96,-1.08,-1.000,-1.000,-1.000,1,0.96,0.100,EOD,Sell,Buy,,2025-07-29 15:30:00,2025-07-29 16:30:00
2025-07-30,0830-0930,3328.81,3301.63,27.18,Sell,2025-07-30 16:50,0.24,,1,2025-07-30 16:55,1.24,0.25,0.98,1.304,1.649,1.304,0,,,Cancelled,Buy,Buy,,2025-07-30 15:30:00,2025-07-30 16:30:00
2025-07-31,0830-0930,3311.25,3303.75,7.50,Sell,2025-07-31 16:40,0.30,,1,2025-07-31 16:45,1.88,0.46,1.79,2.384,2.512,2.384,0,,,Cancelled,Buy,Buy,,2025-07-31 15:30:00,2025-07-31 16:30:00
2025-08-01,0830-0930,3354.68,3300.69,53.99,Buy,2025-08-01 22:30,1.99,,0,,0.15,0.07,0.14,,,0.189,0,,,NeverTriggered,Buy,Buy,,2025-08-01 15:30:00,2025-08-01 16:30:00
2025-08-04,0830-0930,3378.23,3360.87,17.36,Buy,2025-08-04 16:45,3.23,,1,2025-08-04 17:10,0.42,0.45,-0.26,-0.349,0.222,-0.349,0,,,NeverTriggered,Buy,Buy,,2025-08-04 15:30:00,2025-08-04 16:30:00
2025-08-05,0830-0930,3376.21,3360.04,16.17,Buy,2025-08-05 16:35,1.85,,1,2025-08-05 16:45,0.89,0.35,0.19,0.247,1.182,0.247,0,,,NeverTriggered,Sell,Sell,,2025-08-05 15:30:00,2025-08-05 16:30:00
2025-08-06,0830-0930,3371.65,3360.75,10.90,Buy,2025-08-06 16:50,1.22,,1,2025-08-06 16:55,0.78,0.45,-0.31,-0.413,1.034,-0.413,0,,,NeverTriggered,Sell,Sell,,2025-08-06 15:30:00,2025-08-06 16:30:00
2025-08-07,0830-0930,3389.74,3380.01,9.73,Buy,2025-08-07 16:40,0.62,,1,2025-08-07 16:45,0.43,0.86,0.68,-1.000,-1.000,-1.000,1,-0.86,-1.000,Stop,Buy,Sell,,2025-08-07 15:30:00,2025-08-07 16:30:00
2025-08-08,0830-0930,3402.00,3387.39,14.61,Sell,2025-08-08 17:25,3.95,,1,2025-08-08 17:30,0.43,0.78,-0.73,-1.000,-1.000,-1.000,1,-0.85,-1.000,Stop,Sell,Sell,,2025-08-08 15:30:00,2025-08-08 16:30:00
2025-08-11,0830-0930,3358.94,3344.31,14.63,Buy,2025-08-11 16:45,1.18,,1,2025-08-11 16:55,0.27,1.01,-1.04,-1.000,-1.000,-1.000,1,-0.82,-1.000,Stop,Sell,Sell,,2025-08-11 15:30:00,2025-08-11 16:30:00
2025-08-12,0830-0930,3358.05,3339.59,18.46,Sell,2025-08-12 17:10,3.87,,1,2025-08-12 18:00,0.47,1.06,-0.53,-1.000,-1.000,-1.000,1,0.06,-0.633,EOD,Sell,Sell,,2025-08-12 15:30:00,2025-08-12 16:30:00
2025-08-13,0830-0930,3360.90,3354.40,6.50,Buy,2025-08-13 16:35,0.44,,1,2025-08-13 16:40,1.55,0.76,-0.72,-1.000,-1.000,-1.000,0,,,Cancelled,Buy,Buy,,2025-08-13 15:30:00,2025-08-13 16:30:00
2025-08-14,0830-0930,3356.37,3341.79,14.58,Sell,2025-08-14 17:05,5.00,,1,2025-08-14 17:15,0.83,0.34,0.46,0.610,1.103,0.610,0,,,NeverTriggered,Sell,Sell,,2025-08-14 15:30:00,2025-08-14 16:30:00
2025-08-15,0830-0930,3346.06,3333.54,12.52,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Sell,,2025-08-15 15:30:00,2025-08-15 16:30:00
2025-08-18,0830-0930,3348.95,3339.99,8.96,Sell,2025-08-18 16:35,1.28,,1,2025-08-18 16:40,1.10,0.17,0.83,1.104,1.473,1.104,0,,,Cancelled,Buy,Buy,,2025-08-18 15:30:00,2025-08-18 16:30:00
2025-08-19,0830-0930,3338.24,3325.69,12.55,Sell,2025-08-19 17:45,1.72,,1,2025-08-19 17:55,0.87,0.11,0.83,1.110,1.162,1.110,0,,,NeverTriggered,Buy,Buy,,2025-08-19 15:30:00,2025-08-19 16:30:00
2025-08-20,0830-0930,3345.03,3337.62,7.41,Buy,2025-08-20 16:40,1.46,,1,2025-08-20 16:45,0.71,0.84,0.43,-1.000,-1.000,-1.000,0,,,NeverTriggered,Buy,Buy,,2025-08-20 15:30:00,2025-08-20 16:30:00
2025-08-21,0830-0930,3347.60,3336.81,10.79,None,,,,,,0.00,,,,,,,,,NeverTriggered,Sell,Sell,,2025-08-21 15:30:00,2025-08-21 16:30:00
